UT,作者,机构,第几作者
WOS:001475340300001,"Wang, XJ","Nanjing Univ Sci & Technol, Sch Mech Engn, Nanjing 210094, Peoples R China.",4
WOS:000889419500006,"Tai, YY","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",1
WOS:000889419500006,"Xia, XY","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",2
WOS:000889419500006,"Xie, M","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",3
WOS:000889419500006,"Guo, XW","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",4
WOS:000889419500006,"Xu, LL","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",5
WOS:000889419500006,"Huang, Y","Jinling Inst Technol, Coll Sci, Nanjing 211169, Peoples R China.",6
WOS:000889419500006,"Yang, JL","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",7
WOS:000889419500006,"Chen, CY","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",8
WOS:000889419500006,"Zhang, JW","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",9
WOS:000889419500006,"Zhang, SL","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Materials & Devices, Nanjing 210094, Jiangsu, Peoples R China.",10
WOS:000772700000001,"Li, JE","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",1
WOS:000772700000001,"Wang, B","Western Sydney Univ, Sch Engn Design & Built Environm, Penrith, NSW 2751, Australia.",2
WOS:000751191300003,"Xiong, S","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",1
WOS:000751191300003,"Liang, D","Jinling Inst Technol, Coll Mat Engn, Nanjing 211167, Jiangsu, Peoples R China.",2
WOS:000543385900379,"Ren, L","Wenzhou Univ, Coll Mech & Elect Engn, Wenzhou 325035, Peoples R China.",1
WOS:000543385900379,"Zhong, YT","Wenzhou Univ, Coll Mech & Elect Engn, Wenzhou 325035, Peoples R China.",2
WOS:000543385900379,"Xiang, JW","Wenzhou Univ, Coll Mech & Elect Engn, Wenzhou 325035, Peoples R China.",3
WOS:000543385900379,"Wang, ZL","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 2211169, Peoples R China.",4
WOS:000528545800047,"Hu, GB","Jinling Inst Technol, Dept Elect & Informat Engn, Nanjing 211169, Peoples R China.",1
WOS:000528545800047,"Xu, LZ","Hohai Univ, Sch Comp & Informat, Nanjing 210098, Peoples R China.",2
WOS:000528545800047,"Zhao, PJ","Jinling Inst Technol, Dept Elect & Informat Engn, Nanjing 211169, Peoples R China.",3
WOS:000528545800047,"Wang, EEP","Nanjing Inst Informat Technol, Nanjing 210023, Peoples R China.",4
WOS:000510922800001,"Xu, XG","Nanjing Forestry Univ, Key Lab State Forestry & Grassland Adm Subtrop Fo, Coinnovat Ctr Sustainable Forestry Southern China, Coll Biol & Environm, Nanjing, Peoples R China.",1
WOS:000510922800001,"Zhang, YQ","Nanjing Forestry Univ, Key Lab State Forestry & Grassland Adm Subtrop Fo, Coinnovat Ctr Sustainable Forestry Southern China, Coll Biol & Environm, Nanjing, Peoples R China.",2
WOS:000510922800001,"Tong, LL","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",3
WOS:000510922800001,"Wang, YB","Nanjing Forestry Univ, Key Lab State Forestry & Grassland Adm Subtrop Fo, Coinnovat Ctr Sustainable Forestry Southern China, Coll Biol & Environm, Nanjing, Peoples R China.",4
WOS:000510922800001,"Xia, CL","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",5
WOS:000487997100144,"Jiang, J","Jinling Inst Technol, Mech & Elect Engn Inst, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000487997100144,"Ju, QY","Jinling Inst Technol, Mech & Elect Engn Inst, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000487997100144,"Yang, Y","East China Univ Sci & Technol, Sch Mech & Power Engn, Shanghai 200237, Peoples R China.",3
WOS:000459727300028,"Liu, YL","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",1
WOS:000459727300028,"Ma, T","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",2
WOS:000459727300028,"Chen, DD","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",3
WOS:000459727300028,"Zhang, NF","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",4
WOS:000459727300028,"Si, BW","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",5
WOS:000459727300028,"Deng, KD","Jinling Inst Technol, Coll Anim Sci, Nanjing 210000, Jiangsu, Peoples R China.",6
WOS:000459727300028,"Tu, Y","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",7
WOS:000459727300028,"Diao, QY","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",8
WOS:000349075800002,"Zhang, XJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000349075800002,"Hao, LY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000349075800002,"Sun, HJ","Wujiang Sci & Technol Bur, Suzhou 215000, Peoples R China.",3
WOS:000349075800002,"Chen, XY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",4
WOS:000349075800002,"Jiang, W","Nanjing Univ Sci & Technol, Natl Special Superfine Powder Engn Res Ctr, Nanjing 210094, Jiangsu, Peoples R China.",5
WOS:000349075800002,"Wu, JM","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",6
WOS:000349075800002,"Xu, M","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",7
WOS:000349075800002,"Pan, QQ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",8
WOS:000359986100004,"Wang, B","Univ Western Sydney, Inst Infrastruct Engn, Penrith, NSW 2751, Australia.",1
WOS:000359986100004,"Li, JE","Jinling Inst Technol, Architectural Engn Inst, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000359986100004,"Yang, C","Univ Western Sydney, Inst Infrastruct Engn, Penrith, NSW 2751, Australia.",3
WOS:000329889100002,"Ma, T","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",1
WOS:000329889100002,"Deng, KD","Jinling Inst Technol, Coll Anim Sci, Nanjing 210038, Jiangsu, Peoples R China.",2
WOS:000329889100002,"Tu, Y","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",3
WOS:000329889100002,"Jiang, CG","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",4
WOS:000329889100002,"Zhang, NF","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",5
WOS:000329889100002,"Li, YL","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",6
WOS:000329889100002,"Si, BW","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",7
WOS:000329889100002,"Lou, C","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",8
WOS:000329889100002,"Diao, QY","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",9
WOS:000336500700013,"Dong, XL","Chinese Acad Agr Sci, Minist Agr, Key Lab Feed Biotechnol, Feed Res Inst, Beijing 100081, Peoples R China.",1
WOS:000336500700013,"Zhang, NF","Chinese Acad Agr Sci, Minist Agr, Key Lab Feed Biotechnol, Feed Res Inst, Beijing 100081, Peoples R China.",2
WOS:000336500700013,"Zhou, M","Chinese Acad Agr Sci, Minist Agr, Key Lab Feed Biotechnol, Feed Res Inst, Beijing 100081, Peoples R China.",3
WOS:000336500700013,"Tu, Y","Chinese Acad Agr Sci, Minist Agr, Key Lab Feed Biotechnol, Feed Res Inst, Beijing 100081, Peoples R China.",4
WOS:000336500700013,"Deng, KD","Jinling Inst Technol, Coll Anim Sci, Nanjing 210038, Jiangsu, Peoples R China.",5
WOS:000336500700013,"Diao, QY","Chinese Acad Agr Sci, Minist Agr, Key Lab Feed Biotechnol, Feed Res Inst, Beijing 100081, Peoples R China.",6
WOS:000302902200020,"Zhang, XJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000302902200020,"Song, D","China Res & Dev Acad Machinery Equipment, Beijing 100089, Peoples R China.",2
WOS:000302902200020,"Jiang, WD","Nanjing Univ Sci & Technol, Natl Special Superfine Powder Engn Res Ctr, Nanjing 210094, Jiangsu, Peoples R China.",3
WOS:000302902200020,"Sun, ZD","Nanjing Univ Sci & Technol, Natl Special Superfine Powder Engn Res Ctr, Nanjing 210094, Jiangsu, Peoples R China.",4
WOS:000302902200020,"Hao, LY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",5
WOS:000302902200020,"Ye, YF","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",6
WOS:000302902200020,"Yang, XL","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",7
WOS:000302902200020,"Hu, XH","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",8
WOS:000302902200020,"Li, FS","Nanjing Univ Sci & Technol, Natl Special Superfine Powder Engn Res Ctr, Nanjing 210094, Jiangsu, Peoples R China.",9
WOS:001480428800002,"Wang, CS","Anhui Univ Sci & Technol, Sch Comp Sci & Engn, Huainan 232001, Anhui, Peoples R China.",1
WOS:001480428800002,"Song, XQ","Anhui Univ Sci & Technol, Sch Comp Sci & Engn, Huainan 232001, Anhui, Peoples R China.",2
WOS:001480428800002,"Wang, J","Anhui Univ Sci & Technol, Sch Comp Sci & Engn, Huainan 232001, Anhui, Peoples R China.",3
WOS:001480428800002,"Yan, XY","Jinling Inst Technol, Nanjing 210001, Jiangsu, Peoples R China.",4
WOS:001360599200001,"Liu, CD","Southeast Univ, Jiangsu Key Lab Sci & Applicat Mol Ferroelectr, Nanjing 211189, Peoples R China.",1
WOS:001360599200001,"Fan, CC","Southeast Univ, Jiangsu Key Lab Sci & Applicat Mol Ferroelectr, Nanjing 211189, Peoples R China.",2
WOS:001360599200001,"Liang, BD","Southeast Univ, Jiangsu Key Lab Sci & Applicat Mol Ferroelectr, Nanjing 211189, Peoples R China.",3
WOS:001360599200001,"Wang, W","Southeast Univ, Jiangsu Key Lab Sci & Applicat Mol Ferroelectr, Nanjing 211189, Peoples R China.",4
WOS:001360599200001,"Jin, ML","Southeast Univ, Jiangsu Key Lab Sci & Applicat Mol Ferroelectr, Nanjing 211189, Peoples R China.",5
WOS:001360599200001,"Zhang, W","Southeast Univ, Jiangsu Key Lab Sci & Applicat Mol Ferroelectr, Nanjing 211189, Peoples R China.",6
WOS:001132160000024,"Lu, CH","China Univ Min & Technol, Sch Publ Policy & Management, Xuzhou 221116, Peoples R China.",1
WOS:001060985400001,"Hu, CP","Jinling Inst Technol, Sch Comp Engn, Nanjing 211169, Peoples R China.",1
WOS:001060985400001,"Sun, XK","Nanjing Univ Posts & Telecommun, Sch Comp Sci, Nanjing 210023, Peoples R China.",2
WOS:001060985400001,"Dai, H","Nanjing Univ Posts & Telecommun, Sch Comp Sci, Nanjing 210023, Peoples R China.",3
WOS:001060985400001,"Zhang, HC","Jinling Inst Technol, Sch Comp Engn, Nanjing 211169, Peoples R China.",4
WOS:001060985400001,"Liu, HQ","Jinling Inst Technol, Sch Comp Engn, Nanjing 211169, Peoples R China.",5
WOS:000988324900001,"Ding, KM","Jinling Inst Technol, Sch Networks & Telecommun Engn, Nanjing 211169, Peoples R China.",1
WOS:000988324900001,"Chen, SP","CSIRO Data61, Sydney, NSW 1710, Australia.",2
WOS:000988324900001,"Zeng, Y","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Peoples R China.",3
WOS:000988324900001,"Wang, YY","Jinling Inst Technol, Sch Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",4
WOS:000988324900001,"Yan, XY","Jinling Inst Technol, Sch Networks & Telecommun Engn, Nanjing 211169, Peoples R China.",5
WOS:000869495300003,"Zhang, YW","Nanjing Agr Univ, Coll Food Sci & Technol, Key Lab Meat Proc & Qual Control, Nanjing, Peoples R China.",1
WOS:000869495300003,"Feng, MQ","Jinling Inst Technol, Coll Anim Sci & Food Engn, Nanjing, Peoples R China.",2
WOS:000869495300003,"Zhang, J","Nanjing Agr Univ, Coll Food Sci & Technol, Key Lab Meat Proc & Qual Control, Nanjing, Peoples R China.",3
WOS:000869495300003,"Zhao, D","Nanjing Agr Univ, Coll Food Sci & Technol, Key Lab Meat Proc & Qual Control, Nanjing, Peoples R China.",4
WOS:000869495300003,"Sun, J","Nanjing Agr Univ, Coll Food Sci & Technol, Key Lab Meat Proc & Qual Control, Nanjing, Peoples R China.",5
WOS:000841240900002,"Xiong, S","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",1
WOS:000841240900002,"Zhang, XM","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing 211167, Jiangsu, Peoples R China.",2
WOS:000841240900002,"Liang, D","Jinling Inst Technol, Coll Mat Engn, Nanjing 211167, Jiangsu, Peoples R China.",3
WOS:000777095100001,"Liang, D","Jinling Inst Technol, Coll Mat Engn, Nanjing, Jiangsu, Peoples R China.",1
WOS:000777095100001,"Xiong, S","Nanjing Inst Technol, Coll Mat Sci & Engn, Nanjing, Jiangsu, Peoples R China.",2
WOS:000700358700005,"Lu, YJ","Jinling Inst Technol, Coll Architectural Engn, Nanjing 211169, Peoples R China.",1
WOS:000700358700005,"Song, YS","Jinling Inst Technol, Coll Architectural Engn, Nanjing 211169, Peoples R China.",2
WOS:000700358700005,"Wang, YZ","Nanjing Tech Univ, Coll Transportat Engn, Nanjing 211816, Peoples R China.",3
WOS:000700358700005,"Yuan, JL","China MCC22 Grp Corp Ltd, Tangshan 064000, Peoples R China.",4
WOS:000543720600100,"Wang, SM","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",1
WOS:000543720600100,"Zhang, L","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",2
WOS:000522093500042,"Ban, QY","Northwest A&F Univ, Coll Hort, Yangling 712100, Shaanxi, Peoples R China.",1
WOS:000522093500042,"Jiao, JQ","Northwest A&F Univ, Coll Hort, Yangling 712100, Shaanxi, Peoples R China.",2
WOS:000522093500042,"He, YH","Northwest A&F Univ, Coll Hort, Yangling 712100, Shaanxi, Peoples R China.",3
WOS:000522093500042,"Jin, MJ","Northwest A&F Univ, Coll Hort, Yangling 712100, Shaanxi, Peoples R China.",4
WOS:000522093500042,"Rao, JP","Northwest A&F Univ, Coll Hort, Yangling 712100, Shaanxi, Peoples R China.",5
WOS:000396980600024,"Li, HY","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000396980600024,"Zuo, HF","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000396980600024,"Su, Y","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Jiangsu, Peoples R China.",3
WOS:000396980600024,"Xu, J","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Jiangsu, Peoples R China.",4
WOS:000396980600024,"Yin, YB","Jinling Inst Technol, Sch Software Engn, Nanjing 211169, Jiangsu, Peoples R China.",5
WOS:000413260700042,"Li, H","Nanjing Univ Aeronaut & Astronaut, Coll Comp Sci & Technol, Nanjing, Jiangsu, Peoples R China.",1
WOS:000413260700042,"Pi, DC","Nanjing Univ Aeronaut & Astronaut, Coll Comp Sci & Technol, Nanjing, Jiangsu, Peoples R China.",2
WOS:000413260700042,"Zhang, LH","Jinling Inst Technol, Sch Software Engn, Nanjing, Jiangsu, Peoples R China.",3
WOS:000413260700042,"Hong, L","Jinling Inst Technol, Sch Software Engn, Nanjing, Jiangsu, Peoples R China.",4
WOS:000389231000030,"Zhang, XM","Jinling Inst Technol, Coll Mat Engn, 99 Hong Jing Rd, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000389231000030,"Zhang, ZZ","Jinling Inst Technol, Coll Mat Engn, 99 Hong Jing Rd, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000389231000030,"Zhao, FX","Nanjing Univ Technol, Coll Mat Sci & Engn, 5 Xin Mo Fan Rd, Nanjing 210009, Jiangsu, Peoples R China.",3
WOS:000374709500013,"Zhang, H","Jinling Inst Technol, Dept Math, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000374709500013,"Zhang, FB","Jinling Inst Technol, Dept Math, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000374709500013,"Xu, JX","Southeast Univ, Dept Math, Nanjing 210096, Jiangsu, Peoples R China.",3
WOS:000336090000058,"Wu, ZH","Jinling Inst Technol, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000336090000058,"Han, YQ","Jinling Inst Technol, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:000336090000058,"Zhong, Z","Jinling Inst Technol, Nanjing 211169, Jiangsu, Peoples R China.",3
WOS:000336090000058,"Du, HD","Jinling Inst Technol, Nanjing 211169, Jiangsu, Peoples R China.",4
WOS:000336090000058,"Wang, YF","Jinling Inst Technol, Nanjing 211169, Jiangsu, Peoples R China.",5
WOS:000279211600024,"Peng, H","Nanjing Univ Technol, Sch Mech & Power Engn, Nanjing 210009, Peoples R China.",1
WOS:000279211600024,"Ling, XA","Nanjing Univ Technol, Sch Mech & Power Engn, Nanjing 210009, Peoples R China.",2
WOS:000279211600024,"Wu, E","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 210001, Peoples R China.",3
WOS:001681149000001,"Zhou, ZH","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",1
WOS:001681149000001,"Zhang, CL","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",2
WOS:001681149000001,"Chen, S","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",3
WOS:001681149000001,"Zhang, Y","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",4
WOS:001681149000001,"Wang, L","Oklahoma State Univ, Sch Elect & Comp Engn, Stillwater, OK 74078 USA.",5
WOS:001521830800001,"Wang, XQ","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",1
WOS:001521830800001,"Li, XY","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",2
WOS:001521830800001,"Chen, YZ","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",3
WOS:001521830800001,"Xu, WL","Hohai Univ, Coll Water Conservancy & Hydropower Engn, Nanjing 210024, Peoples R China.",4
WOS:001521830800001,"Zuo, X","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",5
WOS:001403298000001,"Fan, LL","Jinling Inst Technol, Sch Comp Engn, Nanjing 211169, Peoples R China.",1
WOS:001403298000001,"Yuan, JB","Nanjing Univ Aeronaut & Astronaut, Coll Comp Sci & Technol, Nanjing 211106, Peoples R China.",2
WOS:001403298000001,"Zha, KK","Nanjing Univ Aeronaut & Astronaut, Coll Comp Sci & Technol, Nanjing 211106, Peoples R China.",3
WOS:001266564300001,"Zhu, Q","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",1
WOS:001266564300001,"Guan, J","Jinling Inst Technol, Sch Elect & Informat Engn, Nanjing 211169, Jiangsu, Peoples R China.",2
WOS:001266564300001,"Lei, TY","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",3
WOS:001266564300001,"Xuan, K","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",4
WOS:001266564300001,"Guo, SL","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",5
WOS:001266564300001,"Zhao, YM","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",6
WOS:001266564300001,"Fu, CJ","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",7
WOS:001266564300001,"Yang, L","Tibet Plateau Inst Biol, Dept Zool, Lhasa, Peoples R China.",8
WOS:001266564300001,"Li, ZQ","Nanjing Univ, Sch Life Sci, Lab Anim Behav & Conservat, Nanjing 210023, Jiangsu, Peoples R China.",9
WOS:001160295500001,"Li, HF","Jilin Univ, Sch Mech & Aerosp Engn, Changchun 130025, Peoples R China.",1
WOS:001160295500001,"Li, F","Jilin Univ, Sch Mech & Aerosp Engn, Changchun 130025, Peoples R China.",2
WOS:001160295500001,"Zhu, LX","Jinling Inst Technol, Dept Math, Nanjing 211169, Peoples R China.",3
WOS:001051859200001,"Zhang, N","Southeast Univ, Sch Math, Nanjing 210096, Peoples R China.",1
WOS:001051859200001,"Liang, JL","Southeast Univ, Sch Math, Nanjing 210096, Peoples R China.",2
WOS:001051859200001,"Li, DH","Jinling Inst Technol, Coll Sci, Nanjing 211169, Peoples R China.",3
WOS:000986974200001,"Hu, YF","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",1
WOS:000986974200001,"Hu, QY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",2
WOS:000986974200001,"Qi, YJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",3
WOS:000986974200001,"Zhang, WY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",4
WOS:000986974200001,"Liu, C","Yancheng Inst Technol, Sch Mat Sci & Engn, Yancheng 224051, Peoples R China.",5
WOS:000986974200001,"Wang, YY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",6
WOS:000986974200001,"Guan, HM","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",7
WOS:000986974200001,"Hao, LY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",8
WOS:001033597700007,"Wu, M","Jiangsu Univ, Sch Math Sci, Zhenjiang 212013, Peoples R China.",1
WOS:001033597700007,"Yao, HX","Jiangsu Univ, Sch Math Sci, Zhenjiang 212013, Peoples R China.",2
WOS:000884223400001,"Tong, LL","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",1
WOS:000884223400001,"Tian, L","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing, Peoples R China.",2
WOS:000884223400001,"Xu, XG","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing, Peoples R China.",3
WOS:000884223400001,"Cheng, Y","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing, Peoples R China.",4
WOS:000824385600001,"Chen, J","Southeast Univ, Sch Econ & Management, Nanjing, Peoples R China.",1
WOS:000824385600001,"Zhao, D","Jinling Inst Technol, Sch Business, Nanjing, Peoples R China.",2
WOS:000824385600001,"Kang, ML","Southeast Univ, Sch Econ & Management, Nanjing, Peoples R China.",3
WOS:000759507200001,"Wang, HM","Nanjing Agr Univ, Coll Anim Sci & Technol, Nanjing 210095, Peoples R China.",1
WOS:000759507200001,"Zhang, Y","Nanjing Agr Univ, Coll Anim Sci & Technol, Nanjing 210095, Peoples R China.",2
WOS:000759507200001,"Zhang, JB","Nanjing Agr Univ, Coll Anim Sci & Technol, Nanjing 210095, Peoples R China.",3
WOS:000759507200001,"Du, X","Nanjing Agr Univ, Coll Anim Sci & Technol, Nanjing 210095, Peoples R China.",4
WOS:000759507200001,"Li, QF","Nanjing Agr Univ, Coll Anim Sci & Technol, Nanjing 210095, Peoples R China.",5
WOS:000759507200001,"Pan, ZX","Nanjing Agr Univ, Coll Anim Sci & Technol, Nanjing 210095, Peoples R China.",6
WOS:000747509500001,"Tong, LL","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing 211169, Peoples R China.",1
WOS:000747509500001,"Jiang, XY","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing 210037, Peoples R China.",2
WOS:000747509500001,"Tian, L","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing 210037, Peoples R China.",3
WOS:000747509500001,"Xu, XG","State Environm Protect Sci Observat & Res Stn Eco, Nanping, Peoples R China.",4
WOS:000747509500001,"Xia, CL","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing 211169, Peoples R China.",5
WOS:000747509500001,"Cheng, Y","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing 210037, Peoples R China.",6
WOS:000747509500001,"Wang, HC","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing 210037, Peoples R China.",7
WOS:000747509500001,"Tian, YK","Nanjing Forestry Univ, Coll Biol & Environm, Coinnovat Ctr Sustainable Forestry Southern China, Key Lab State Forestry & Grassland Adm Subtrop Fo, Nanjing 210037, Peoples R China.",8
WOS:000598712300006,"Ye, QY","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 211169, Jiangsu, Peoples R China.",1
WOS:000598712300006,"Gao, YJ","Jinling Inst Technol, Sch Network & Commun Engn, Nanjing 211169, Jiangsu, Peoples R China.",2
